,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Estacionamientos,Gastos comunes,Antigüedad,Bodegas,Departamentos por piso,Orientación,Número de piso de la unidad,Cantidad de pisos
1033,Holanda / California,Departamento,Publicado hace 1 año,2021-07-01,"Holanda / California, Providencia, RM (Metropolitana)",460.000,,"0,35 UF/m²","0,34 UF/m²",44 m²,40 m²,1,1,,,,,,,,
1034,Andrés Bello 1555 - Departamento 1555,Departamento,Publicado hace 1 año,2021-07-01,"Andrés Bello 1555 - Departamento 1555, Providencia, RM (Metropolitana)",460.000,,"0,39 UF/m²","0,34 UF/m²",40 m²,40 m²,1,1,,,,,,,,
1035,Oportunidad 4 Dormitorios Amobalado,Departamento,Publicado hace 5 meses,2021-07-01,"Oportunidad 4 Dormitorios Amobalado, Las Lilas, Providencia, RM (Metropolitana)",1.200.000,,"0,26 UF/m²",,157 m²,157 m²,4,3,,,,,,,,
1036,Metro Los Leones / Providencia,Departamento,Publicado hace 1 año,2021-07-01,"Metro Los Leones / Providencia, Los Leones, Providencia, RM (Metropolitana)",700.000,,"0,31 UF/m²","0,28 UF/m²",75 m²,70 m²,2,2,,,,,,,,
1037,Metro Tobalaba,Departamento,Publicado hace 1 año,2021-07-01,"Metro Tobalaba, Centro Financiero, Las Condes, RM (Metropolitana)",450.000,,"0,25 UF/m²",,60.31 m²,50 m²,1,1,,,,,,,,
1038,Metro Tobalaba,Departamento,Publicado hace 1 año,2021-07-01,"Metro Tobalaba, Centro Financiero, Las Condes, RM (Metropolitana)",500.000,,"0,28 UF/m²",,60.31 m²,50 m²,1,1,,,,,,,,
1039,Julio Prado / Caupolican,Departamento,Publicado hace 1 año,2021-07-01,"Julio Prado / Caupolican, Barrio Italia, Providencia, RM (Metropolitana)",520.000,,"0,28 UF/m²","0,28 UF/m²",62 m²,59 m²,2,2,,,,,,,,
1040,"Tobalaba / El Vergel! Depto 3 Dorm Y 3 Baños, 1 Estacion...",Departamento,Publicado hace 8 meses,2021-07-01,"Tobalaba / El Vergel! Depto 3 Dorm Y 3 Baños, 1 Estacionamiento Y 1 Bodega., Las Lilas, Providencia, RM (Metropolitana)",730.000,,"0,21 UF/m²","0,23 UF/m²",116 m²,108 m²,3,3,,,,,,,,
1041,Sector Estadio Español / Neveria,Departamento,Publicado hace 1 año,2021-07-01,"Sector Estadio Español / Neveria, Manuel Montt, Providencia, RM (Metropolitana)",1.300.000,,"0,33 UF/m²","0,24 UF/m²",134.5 m²,110 m²,3,2,,,,,,,,
1042,Sector Estadio Español / Neveria,Departamento,Publicado hace 1 año,2021-07-01,"Sector Estadio Español / Neveria, Manuel Montt, Providencia, RM (Metropolitana)",45,1.337.076,"0,33 UF/m²","0,24 UF/m²",134.5 m²,110 m²,3,2,,,,,,,,
1043,Metro Salvador,Departamento,Publicado hace 5 meses,2021-07-01,"Metro Salvador, Salvador, Providencia, RM (Metropolitana)",450.000,,"0,38 UF/m²","0,34 UF/m²",40 m²,37 m²,1,1,,,,,,,,
1044,Sector Metro Inés De Suárez,Departamento,Publicado hace 1 año,2021-07-01,"Sector Metro Inés De Suárez, Inés de Suárez, Providencia, RM (Metropolitana)",29,885.441,"0,27 UF/m²","0,28 UF/m²",110 m²,91 m²,1,2,,,,,,,,
1045,Metro Pedro De Valdivia,Departamento,Publicado hace 1 año,2021-07-01,"Metro Pedro De Valdivia, Pedro de Valdivia, Providencia, RM (Metropolitana)",715.000,,"0,28 UF/m²","0,28 UF/m²",85 m²,85 m²,2,2,,,,,,,,
1046,Piezas Para Arriendo En Casa Antigua Barrio Bellavista,Departamento,Publicado hace 1 año,2021-07-01,"Purísima 1 - 300, Bellavista, Recoleta, RM (Metropolitana)",210.000,,"0,59 UF/m²",,12 m²,12 m²,1,1,,,,,,,,
1047,Av. Pedro De Valdivia / Vasconia,Departamento,Publicado hace 1 año,2021-07-01,"Av. Pedro De Valdivia / Vasconia, Inés de Suárez, Providencia, RM (Metropolitana)",750.000,,"0,2 UF/m²",,127 m²,127 m²,2,2,,,,,,,,
1048,El Canelo 2749,Departamento,Publicado hace 1 año,2021-07-01,"El Canelo 2749, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",600.000,,"0,34 UF/m²","0,29 UF/m²",60 m²,60 m²,1,1,,,,,,,,
1049,"Nueva De Lyon, Metro Los Leones.",Departamento,Publicado hace 1 año,2021-07-01,"Nueva De Lyon, Metro Los Leones., Los Leones, Providencia, RM (Metropolitana)",650.000,,"0,3 UF/m²","0,28 UF/m²",73 m²,73 m²,2,2,,,,,,,,
1050,Padre Mariano 87,Departamento,Publicado hace 1 año,2021-07-01,"Padre Mariano 87, Pedro de Valdivia, Providencia, RM (Metropolitana)",450.000,,"0,28 UF/m²","0,29 UF/m²",55 m²,55 m²,2,1,,,,,,,,
1051,Lota 2586 - Departamento 302,Departamento,Publicado hace 1 año,2021-07-01,"Lota 2586 - Departamento 302, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",460.000,,"0,39 UF/m²","0,34 UF/m²",40 m²,40 m²,1,1,,,,,,,,
1052,Club Providencia,Departamento,Publicado hace 1 año,2021-07-01,"Club Providencia, Las Lilas, Providencia, RM (Metropolitana)",1.800.000,,"0,36 UF/m²",,170 m²,120 m²,2,2,,,,,,,,
1053,Metro Tobalaba,Departamento,Publicado hace 1 año,2021-07-01,"Metro Tobalaba, Metro Escuela Militar, Las Condes, RM (Metropolitana)",650.000,,"0,36 UF/m²","0,38 UF/m²",60 m²,50 m²,2,2,,180000 CLP,,,,,,
1054,Avenida Luis Thayer Ojeda 133,Departamento,Publicado hace 1 año,2021-07-01,"Avenida Luis Thayer Ojeda 133, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",500.000,,"0,22 UF/m²","0,28 UF/m²",76 m²,58 m²,2,2,1,,,,,,,
1055,Enrique Nercasseu 2300,Departamento,Publicado hace 1 año,2021-07-01,"Enrique Nercasseu 2300, Pedro de Valdivia, Providencia, RM (Metropolitana)",700.000,,"0,23 UF/m²","0,28 UF/m²",103.1 m²,90 m²,2,2,,,,,,,,
1056,"Moderno Departamento, Excelente Ubicación.",Departamento,Publicado hace 1 año,2021-07-01,"Moderno Departamento, Excelente Ubicación., Las Lilas, Providencia, RM (Metropolitana)",49,1.455.927,"0,35 UF/m²","0,24 UF/m²",140 m²,140 m²,3,2,,,,,,,,
1057,Avenida Ricardo Lyon 548,Departamento,Publicado hace 10 meses,2021-07-01,"Avenida Ricardo Lyon 548, Los Leones, Providencia, RM (Metropolitana)",400.000,,"0,45 UF/m²","0,34 UF/m²",30 m²,30 m²,1,1,,,,,,,,
1058,Metro Tobalaba,Departamento,Publicado hace 1 año,2021-07-01,"Metro Tobalaba, Centro Financiero, Las Condes, RM (Metropolitana)",450.000,,"0,25 UF/m²",,60.31 m²,50 m²,1,1,,,,,,,,
1059,Los Leones / Plaza La Alcaldesa,Departamento,Publicado hace 1 año,2021-07-01,"Los Leones / Plaza La Alcaldesa, Campus Oriente, Providencia, RM (Metropolitana)",33,980.522,"0,34 UF/m²","0,26 UF/m²",98.02 m²,87.88 m²,3,2,2,,,,,,,
1060,Municipalidad De Providencia,Departamento,Publicado hace 1 año,2021-07-01,"Municipalidad De Providencia, Pedro de Valdivia, Providencia, RM (Metropolitana)",27,802.246,"0,32 UF/m²","0,28 UF/m²",85 m²,75 m²,1,2,,,,,,,,
1061,Avenida Providencia  / Avenida Manuel Montt,Departamento,Publicado hace 1 año,2021-07-01,"Avenida Providencia  / Avenida Manuel Montt, Manuel Montt, Providencia, RM (Metropolitana)",430.000,,"0,31 UF/m²","0,34 UF/m²",47 m²,40 m²,1,1,,,,,,,,
1062,Departamento Amoblado Vercano Al Metro Tobalaba,Departamento,Publicado hace 10 meses,2021-07-01,"Departamento Amoblado Vercano Al Metro Tobalaba, Centro Financiero, Las Condes, RM (Metropolitana)",550.000,,"0,37 UF/m²","0,37 UF/m²",50 m²,50 m²,1,1,,,,,,,,
1063,Lyon-pocuro,Departamento,Publicado hace 1 año,2021-07-01,"Lyon-pocuro, Pedro de Valdivia, Providencia, RM (Metropolitana)",495.000,,"0,39 UF/m²","0,34 UF/m²",43 m²,34 m²,1,1,1,60000 CLP,,,,,,
1064,Barros Borgoño,Departamento,Publicado hace 9 meses,2021-07-01,"Barros Borgoño, Manuel Montt, Providencia, RM (Metropolitana)",450.000,,"0,38 UF/m²","0,34 UF/m²",40 m²,35 m²,1,1,,50000 CLP,,,,,,
1065,Nuevo / Los Leones / Metro Inés De Suárez,Departamento,Publicado hace 1 año,2021-07-01,"Nuevo / Los Leones / Metro Inés De Suárez, Campus Oriente, Providencia, RM (Metropolitana)",33,980.522,"0,33 UF/m²","0,26 UF/m²",100 m²,88 m²,3,2,2,110000 CLP,,,,,,
1066,Hernando De Aguirre / Pocuro,Departamento,Publicado hace 1 año,2021-07-01,"Hernando De Aguirre / Pocuro, Las Lilas, Providencia, RM (Metropolitana)",44,1.307.363,"0,22 UF/m²",,200 m²,170 m²,3,3,,,,,,,,
1067,Metro Los Leones,Departamento,Publicado hace 1 año,2021-07-01,"Metro Los Leones, Los Leones, Providencia, RM (Metropolitana)",75,2.228.460,"0,47 UF/m²",,160 m²,120 m²,2,2,1,130000 CLP,,,,,,
1068,Metro Los Leones,Departamento,Publicado hace 1 año,2021-07-01,"Metro Los Leones, Los Leones, Providencia, RM (Metropolitana)",75,2.228.460,"0,47 UF/m²",,160 m²,120 m²,2,2,1,130000 CLP,,,,,,
1069,Suecia Con Carmen Sylva Amoblado Y Casi Nuevo!!!,Departamento,Publicado hace 1 año,2021-07-01,"Suecia Con Carmen Sylva Amoblado Y Casi Nuevo!!!, Los Leones, Providencia, RM (Metropolitana)",46,1.366.789,"0,34 UF/m²",,134 m²,110 m²,2,3,2,,,,,,,
1070,Ricardo Lyon 505 - Departamento 14,Departamento,Publicado hace 1 año,2021-07-01,"Ricardo Lyon 505 - Departamento 14, Los Leones, Providencia, RM (Metropolitana)",650.000,,"0,28 UF/m²","0,28 UF/m²",78 m²,70 m²,2,2,1,80000 CLP,,,,,,
1071,Ricardo Lyon 505 - Departamento 409,Departamento,Publicado hace 1 año,2021-07-01,"Ricardo Lyon 505 - Departamento 409, Manuel Montt, Providencia, RM (Metropolitana)",750.000,,"0,26 UF/m²","0,25 UF/m²",98 m²,90 m²,3,3,,90000 CLP,,,,,,
1072,Fundación Arturo López Pérez,Departamento,Publicado hace 9 meses,2021-07-01,"Fundación Arturo López Pérez, Salvador, Providencia, RM (Metropolitana)",460.000,,"0,28 UF/m²","0,29 UF/m²",55 m²,55 m²,1,1,1,,,,,,,
1073,Nueva Los Leones / Andres Bello,Departamento,Publicado hace 1 año,2021-07-01,"Nueva Los Leones / Andres Bello, Manuel Montt, Providencia, RM (Metropolitana)",17,519.974,"0,26 UF/m²","0,26 UF/m²",68 m²,56 m²,2,1,,38000 CLP,68 años,,,,,
1074,Presidente Alfaro 2700,Departamento,Publicado hace 1 año,2021-07-01,"Presidente Alfaro 2700, Las Lilas, Providencia, RM (Metropolitana)",1.700.000,,"0,24 UF/m²",,240 m²,200 m²,3,3,2,,,,,,,
1075,Costanera Center,Departamento,Publicado hace 1 año,2021-07-01,"Costanera Center, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",625.000,,"0,42 UF/m²",,50 m²,50 m²,2,1,,,,,,,,
1076,Metro Pedro De Valdivia,Departamento,Publicado hace 1 año,2021-07-01,"Metro Pedro De Valdivia, Pedro de Valdivia, Providencia, RM (Metropolitana)",620.000,,"0,6 UF/m²","0,34 UF/m²",35 m²,35 m²,1,1,,,,,,,,
1077,A Pasos Del Metro Pedro De Valdivia,Departamento,Publicado hace 1 año,2021-07-01,"A Pasos Del Metro Pedro De Valdivia, Pedro de Valdivia, Providencia, RM (Metropolitana)",420.000,,"0,5 UF/m²","0,34 UF/m²",28 m²,25 m²,1,1,,80000 CLP,,,,,,
1078,Gran Departamento Amoblado / Gran Ubicac,Departamento,Publicado hace 9 meses,2021-07-01,"Gran Departamento Amoblado / Gran Ubicac, Los Leones, Providencia, RM (Metropolitana)",980.000,,"0,35 UF/m²","0,28 UF/m²",95 m²,95 m²,1,2,,,,,,,,
1079,Suecia / Amoblado,Departamento,Publicado hace 9 meses,2021-07-01,"Suecia / Amoblado, Los Leones, Providencia, RM (Metropolitana)",480.000,,"0,44 UF/m²","0,34 UF/m²",37 m²,37 m²,1,1,,,,,,,,
1080,Tour Virtual - Para Estrenar,Departamento,Publicado hace 9 meses,2021-07-01,"Tour Virtual - Para Estrenar, Los Leones, Providencia, RM (Metropolitana)",650.000,,"0,4 UF/m²","0,34 UF/m²",55 m²,49 m²,1,1,,,,,,,,
1081,Oportunidad Santa Isabel,Departamento,Publicado hace 11 meses,2021-07-01,"Oportunidad Santa Isabel, Barrio Italia, Providencia, RM (Metropolitana)",600.000,,0 UF/m²,,,54 m²,2,2,,,,,,,,
1082,Antonio Bellet 226 - Departamento 404,Departamento,Publicado hace 11 meses,2021-07-01,"Antonio Bellet 226 - Departamento 404, Pedro de Valdivia, Providencia, RM (Metropolitana)",370.000,,"0,31 UF/m²","0,34 UF/m²",40 m²,40 m²,1,1,1,60000 CLP,,,,,,
1083,"Departamento Nuevo, Amoblado, Incluye Gastos Comunes!!!",Departamento,Publicado hace 11 meses,2021-07-01,"Juan Williams Noon 1200 - 1500, Manuel Montt, Providencia, RM (Metropolitana)",550.000,,"0,37 UF/m²",,50 m²,50 m²,2,1,,163000 CLP,,,,,,
1084,Nueva Providencia  / Ricardo Lyon,Departamento,Publicado hace 11 meses,2021-07-01,"Nueva Providencia  / Ricardo Lyon, Los Leones, Providencia, RM (Metropolitana)",460.000,,"0,39 UF/m²","0,34 UF/m²",40 m²,38 m²,1,1,1,,,,,,,
1085,"Pedro De Valdivia  / Av Providencia, Metro Pedro De Valdivia",Departamento,Publicado hace 11 meses,2021-07-01,"Pedro De Valdivia  / Av Providencia, Metro Pedro De Valdivia, Pedro de Valdivia, Providencia, RM (Metropolitana)",360.000,,"0,38 UF/m²","0,34 UF/m²",32 m²,32 m²,1,1,1,,,,,,,
1086,Providencia Nuevo (new) -- Bernarda Morín / Salvador,Departamento,Publicado hace 11 meses,2021-07-01,"Providencia Nuevo (new) -- Bernarda Morín / Salvador, Salvador, Providencia, RM (Metropolitana)",780.000,,"0,35 UF/m²","0,28 UF/m²",74 m²,61 m²,2,2,,140000 CLP,,,,,,
1087,Nueva Los Leones / Andres Bello,Departamento,Publicado hace 10 meses,2021-07-01,"Nueva Los Leones / Andres Bello, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",455.000,,"0,29 UF/m²","0,29 UF/m²",52 m²,52 m²,2,1,,,,,,,,
1088,Nueva Los Leones / Andres Bello,Departamento,Publicado hace 10 meses,2021-07-01,"Nueva Los Leones / Andres Bello, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",455.000,,"0,29 UF/m²","0,29 UF/m²",52 m²,52 m²,2,1,,,,,,,,
1089,Nueva Los Leones / Andres Bello,Departamento,Publicado hace 10 meses,2021-07-01,"Nueva Los Leones / Andres Bello, Manuel Montt, Providencia, RM (Metropolitana)",495.000,,"0,25 UF/m²","0,26 UF/m²",68 m²,56 m²,2,1,,38000 CLP,68 años,,,,,
1090,Pocuro / Suecia,Departamento,Publicado hace 10 meses,2021-07-01,"Pocuro / Suecia, Providencia, RM (Metropolitana)",450.000,,"0,22 UF/m²","0,28 UF/m²",70 m²,70 m²,2,2,,,,,,,,
1091,Pedro De Valdivia / Costanera,Departamento,Publicado hace 10 meses,2021-07-01,"Pedro De Valdivia / Costanera, Pedro de Valdivia, Providencia, RM (Metropolitana)",18,552.658,"0,21 UF/m²","0,28 UF/m²",88 m²,82 m²,2,2,,,,,,,,
1092,Marchant Pereira - Providencia,Departamento,Publicado hace 9 meses,2021-07-01,"Marchant Pereira - Providencia, Pedro de Valdivia, Providencia, RM (Metropolitana)",600.000,,"0,44 UF/m²","0,34 UF/m²",45.61 m²,38.42 m²,1,1,1,95000 CLP,,,,,,
1093,Carlos Antúnez / Hernando De Aguirre,Departamento,Publicado hace 9 meses,2021-07-01,"Carlos Antúnez / Hernando De Aguirre, Pedro de Valdivia, Providencia, RM (Metropolitana)",450.000,,"0,34 UF/m²","0,34 UF/m²",45 m²,45 m²,1,1,1,,,,,,,
1094,Amoblado Nuevo,Departamento,Publicado hace 9 meses,2021-07-01,"Amoblado Nuevo, Las Lilas, Providencia, RM (Metropolitana)",1.000.000,,"0,42 UF/m²","0,28 UF/m²",80 m²,78 m²,2,2,1,,,,,,,
1095,Santa Victoria - Barrio Italia - Metro Santa Isabel,Departamento,Publicado hace 9 meses,2021-07-01,"Santa Victoria - Barrio Italia - Metro Santa Isabel, Barrio Italia, Providencia, RM (Metropolitana)",500.000,,"0,3 UF/m²","0,31 UF/m²",56 m²,54 m²,2,2,,,,,,,,
1096,Avenida Providencia / Plaza De La Aviación,Departamento,Publicado hace 9 meses,2021-07-01,"Avenida Providencia / Plaza De La Aviación, Salvador, Providencia, RM (Metropolitana)",400.000,,"0,29 UF/m²","0,34 UF/m²",47 m²,45 m²,1,1,,35000 CLP,,,,,,
1097,Avenida Providencia / Plaza De La Aviación,Departamento,Publicado hace 9 meses,2021-07-01,"Avenida Providencia / Plaza De La Aviación, Salvador, Providencia, RM (Metropolitana)",500.000,,"0,36 UF/m²","0,34 UF/m²",47 m²,45 m²,1,1,,35000 CLP,,,,,,
1098,Avenida Providencia / Plaza De La Aviación,Departamento,Publicado hace 9 meses,2021-07-01,"Avenida Providencia / Plaza De La Aviación, Salvador, Providencia, RM (Metropolitana)",400.000,,"0,3 UF/m²","0,34 UF/m²",45 m²,45 m²,1,1,,35000 CLP,,,,,,
1099,Avenida Providencia / Plaza De La Aviación,Departamento,Publicado hace 9 meses,2021-07-01,"Avenida Providencia / Plaza De La Aviación, Salvador, Providencia, RM (Metropolitana)",500.000,,"0,37 UF/m²","0,34 UF/m²",45 m²,45 m²,1,1,,35000 CLP,,,,,,
1100,"Excelente Departamento Av.hernando De Aguirre, 2 Estacio...",Departamento,Publicado hace 9 meses,2021-07-01,"Excelente Departamento Av.hernando De Aguirre, 2 Estacionamientos - Cerca Plaza Las Lilas Providencia, Manuel Montt, Providencia, RM (Metropolitana)",26,772.533,"0,23 UF/m²",,115 m²,115 m²,3,4,2,,,,,,,
1101,Metro Los Leones - Suecia - Lyon - Providencia,Departamento,Publicado hace 9 meses,2021-07-01,"Metro Los Leones - Suecia - Lyon - Providencia, Los Leones, Providencia, RM (Metropolitana)",500.000,,"0,28 UF/m²","0,29 UF/m²",60 m²,60 m²,1,1,1,,,,,,,
1102,Passy 17 - Departamento C,Departamento,Publicado hace 9 meses,2021-07-01,"Passy 17 - Departamento C, Barrio Italia, Providencia, RM (Metropolitana)",650.000,,"0,2 UF/m²","0,26 UF/m²",107 m²,90 m²,3,2,,,,,,,,
1103,Vicuña Mackenna - Metro Santa Isabel - Sin Comisión -,Departamento,Publicado hace 9 meses,2021-07-01,"Vicuña Mackenna - Metro Santa Isabel - Sin Comisión - Mes De Gracia, Santa Isabel, Santiago, RM (Metropolitana)",1.200.000,,"0,12 UF/m²",,348 m²,348 m²,5,3,,,,,,,,
1104,Arriendo Studio Amoblado Dormitorio Estar Avda Los Leone...,Departamento,Publicado hace 9 meses,2021-07-01,"Arriendo Studio Amoblado Dormitorio Estar Avda Los Leones Pocuro, Providencia, Providencia, RM (Metropolitana)",400.000,,"0,34 UF/m²","0,34 UF/m²",40 m²,40 m²,1,1,,100000 CLP,1 años,,,,,
1105,R. Lyon / Vicuña Cifuentes,Departamento,Publicado hace 9 meses,2021-07-01,"R. Lyon / Vicuña Cifuentes, Los Leones, Providencia, RM (Metropolitana)",1.000.000,,"0,24 UF/m²","0,23 UF/m²",140 m²,128 m²,3,3,,,,,,,,
1106,Providencia 1645 - Departamento 16,Departamento,Publicado hace 9 meses,2021-07-01,"Providencia 1645 - Departamento 16, Pedro de Valdivia, Providencia, RM (Metropolitana)",550.000,,"0,32 UF/m²","0,29 UF/m²",57 m²,56 m²,2,1,1,60000 CLP,,,,,,
1107,"Metro Manuel Montt, Clinica Indisa, Sheraton",Departamento,Publicado hace 8 meses,2021-07-01,"Metro Manuel Montt, Clinica Indisa, Sheraton, Pedro de Valdivia, Providencia, RM (Metropolitana)",420.000,,"0,35 UF/m²","0,34 UF/m²",40 m²,38 m²,1,1,1,,,,,,,
1108,***tranquilo / Luminoso / A Dos Cuadras De Plaza***,Departamento,Publicado hace 8 meses,2021-07-01,"***tranquilo / Luminoso / A Dos Cuadras De Plaza***, Las Lilas, Providencia, RM (Metropolitana)",24,713.107,"0,37 UF/m²","0,28 UF/m²",65 m²,65 m²,2,2,1,,,,,,,
1109,Padre Mariano-metro Pedro De Valdivia-providencia,Departamento,Publicado hace 8 meses,2021-07-01,"Padre Mariano-metro Pedro De Valdivia-providencia, Pedro de Valdivia, Providencia, RM (Metropolitana)",440.000,,"0,25 UF/m²","0,29 UF/m²",60 m²,60 m²,1,1,1,60000 CLP,,,,,,
1110,Eliodoro Yañez - Marchant Pereira,Departamento,Publicado hace 8 meses,2021-07-01,"Eliodoro Yañez - Marchant Pereira, Pedro de Valdivia, Providencia, RM (Metropolitana)",415.000,,"0,32 UF/m²","0,34 UF/m²",43 m²,38 m²,1,1,1,,,,,,,
1111,Los Leones - Eliodoro Yáñez,Departamento,Publicado hace 8 meses,2021-07-01,"Los Leones - Eliodoro Yáñez, Las Lilas, Providencia, RM (Metropolitana)",420.000,,"0,36 UF/m²","0,34 UF/m²",39 m²,37 m²,1,1,1,,,,,,,
1112,Almirante Pastene / Estacion Metro Manuel Montt,Departamento,Publicado hace 8 meses,2021-07-01,"Almirante Pastene / Estacion Metro Manuel Montt, Manuel Montt, Providencia, RM (Metropolitana)",530.000,,"0,3 UF/m²","0,31 UF/m²",60 m²,60 m²,2,2,1,,,,,,,
1113,Departamento Amoblado - Estacionamiento,Departamento,Publicado hace 8 meses,2021-07-01,"Departamento Amoblado - Estacionamiento, Barrio Italia, Providencia, RM (Metropolitana)",800.000,,"0,38 UF/m²","0,28 UF/m²",70 m²,58 m²,2,2,,,,,,,,
1114,Cómodo Departamento / Metro Colón,Departamento,Publicado hace 8 meses,2021-07-01,"Cómodo Departamento / Metro Colón, Las Lilas, Providencia, RM (Metropolitana)",690.000,,"0,22 UF/m²","0,26 UF/m²",105 m²,90 m²,3,2,,,,,,,,
1115,Avenida Nueva Providencia 2211,Departamento,Publicado hace 8 meses,2021-07-01,"Avenida Nueva Providencia 2211, Los Leones, Providencia, RM (Metropolitana)",540.000,,"0,24 UF/m²","0,28 UF/m²",76 m²,66 m²,2,2,1,,,,,,,
1116,Arrendado,Departamento,Publicado hace 8 meses,2021-07-01,"Austria 1800 - 2100, Pedro de Valdivia, Providencia, RM (Metropolitana)",970.000,,"0,25 UF/m²","0,23 UF/m²",130 m²,120 m²,3,3,2,158000 CLP,,,,,,
1117,Metro Pedro De Valdivia / / Entrega Inmediata,Departamento,,2021-07-01,"Metro Pedro De Valdivia / / Entrega Inmediata, Pedro de Valdivia, Providencia, RM (Metropolitana)",380.000,,"0,37 UF/m²","0,34 UF/m²",35 m²,35 m²,1,1,,,,,,,,
1118,Metro Los Leones Ricardo Lyon,Departamento,Publicado hace 7 meses,2021-07-01,"Metro Los Leones Ricardo Lyon, Providencia, RM (Metropolitana)",700.000,,"0,29 UF/m²","0,26 UF/m²",80 m²,80 m²,2,1,,,,,,,,
1119,Plaza Las Lilas,Departamento,Publicado hace 7 meses,2021-07-01,"Plaza Las Lilas, Las Lilas, Providencia, RM (Metropolitana)",850.000,,"0,2 UF/m²","0,24 UF/m²",140 m²,108 m²,3,2,1,,,,,,,
1120,Avenida El Cerro 1823,Departamento,Publicado hace 7 meses,2021-07-01,"Avenida El Cerro 1823, Pedro de Valdivia Norte, Providencia, RM (Metropolitana)",15,465.005,"0,33 UF/m²","0,34 UF/m²",47 m²,42 m²,1,1,1,,,,,,,
1121,Vista Despejada Dario Urzua / Ricardo Ly,Departamento,Publicado hace 7 meses,2021-07-01,"Vista Despejada Dario Urzua / Ricardo Ly, Providencia, RM (Metropolitana)",550.000,,"0,29 UF/m²","0,28 UF/m²",63 m²,56 m²,2,2,,,,,,,,
1122,Amoblado  Eliodoro Yañez  Marchant Pereira,Departamento,Publicado hace 7 meses,2021-07-01,"Federico Froebel 1500 - 1800, Pedro de Valdivia, Providencia, RM (Metropolitana)",680.000,,"0,3 UF/m²","0,28 UF/m²",76 m²,70 m²,2,2,1,,,,,,,
1123,Excelente Departamento Home Office A Una Cuadra Del Metro,Departamento,Publicado hace 2 meses,2021-07-01,"Andres De Fuenzalida 79, Pedro de Valdivia, Providencia, RM (Metropolitana)",600.000,,"0,29 UF/m²","0,28 UF/m²",69 m²,64 m²,1,2,1,,,,,,,
1124,Pocuro / Los Leones,Departamento,Publicado hace 7 meses,2021-07-01,"Pocuro / Los Leones, Los Leones, Providencia, RM (Metropolitana)",650.000,,"0,23 UF/m²","0,25 UF/m²",95 m²,95 m²,3,3,1,110000 CLP,,,,,,
1125,Las Violetas / Ricardo Lyon,Departamento,Publicado hace 7 meses,2021-07-01,"Las Violetas / Ricardo Lyon, Providencia, RM (Metropolitana)",800.000,,"0,28 UF/m²","0,28 UF/m²",95 m²,83 m²,2,2,2,,,,,,,
1126,Diego De Velásquez 2087,Departamento,Publicado hace 7 meses,2021-07-01,"Diego De Velásquez 2087, Providencia, RM (Metropolitana)",360.000,,"0,35 UF/m²","0,34 UF/m²",35 m²,30 m²,1,1,,,,,,,,
1127,Ricardo Lyon / Eliodoro Yañez,Departamento,Publicado hace 6 meses,2021-07-01,"Ricardo Lyon / Eliodoro Yañez, Los Leones, Providencia, RM (Metropolitana)",750.000,,"0,28 UF/m²","0,28 UF/m²",89 m²,80 m²,2,2,1,,,,,,,
1128,Metro Pedro De Valdivia,Departamento,Publicado hace 7 meses,2021-07-01,"Metro Pedro De Valdivia, Pedro de Valdivia, Providencia, RM (Metropolitana)",16,496.204,"0,42 UF/m²","0,34 UF/m²",40 m²,40 m²,1,1,1,,,,,,,
1129,"Calle Mayflower, Metro Francisco Bilbao, Tobalaba.",Departamento,Publicado hace 7 meses,2021-07-01,"Calle Mayflower, Metro Francisco Bilbao, Tobalaba., Metro Bilbao, Providencia, RM (Metropolitana)",650.000,,"0,28 UF/m²","0,26 UF/m²",78 m²,75 m²,3,2,,80000 CLP,,,,,,
1130,Plaza Las Lilas,Departamento,Publicado hace 7 meses,2021-07-01,"Plaza Las Lilas, Las Lilas, Providencia, RM (Metropolitana)",850.000,,"0,2 UF/m²","0,24 UF/m²",140 m²,108 m²,3,2,1,,,,,,,
