,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Estacionamientos,Gastos comunes,Antigüedad,Cantidad de pisos,Ambientes,Bodegas,Orientación
1068,Metro Las Torres Y Quilin,Casa,Publicado hace 17 días,2021-07-01,"Metro Las Torres Y Quilin, Metro Quilín, Macul, RM (Metropolitana)",500.000,,"0,24 UF/m²",,70 m²,70 m²,3,2,1,15000 CLP,,3,3,,PATIO NORTE
1069,"Preciosa Casa Estilo Chilena, Los Dominicos",Casa,Publicado hace 17 días,2021-07-01,"Camino Las Flores 10500 - 10800, Las Condes, Chile, Los Dominicos, Las Condes, RM (Metropolitana)",3.000.000,,"0,1 UF/m²","0,17 UF/m²",1000 m²,400 m²,6,5,2,,30 años,2,,,
1070,Casa Arriendo Ciudad Satélite,Casa,Publicado hace 17 días,2021-07-01,"El Hibisco Uno, Maipú, Chile, Ciudad Satélite, Maipú, RM (Metropolitana)",420.000,,"0,1 UF/m²",,140 m²,70 m²,3,1,1,0 CLP,30 años,1,,,
1071,A Pasos De La Costanera,Casa,Publicado hace 16 días,2021-07-01,"A Pasos De La Costanera, La Dehesa, Lo Barnechea, RM (Metropolitana)",3.800.000,,"0,13 UF/m²","0,16 UF/m²",1000 m²,340 m²,6,4,4,,,2,8,1,NORORIENTE
1072,Condominio Santuario Del Valle,Casa,,2021-07-01,"Condominio Santuario Del Valle, Los Trapenses, Lo Barnechea, RM (Metropolitana)",150,4.456.920,"0,19 UF/m²","0,16 UF/m²",800 m²,350 m²,4,5,4,,,2,6,1,NORTE
1073,Casa En Arriendo De 5 Dorm. En Vitacura,Casa,Publicado hace 16 días,2021-07-01,"Camino Del Cóndor / Vía Blanca, Lo Curro, Vitacura, RM (Metropolitana)",170,5.051.176,"0,06 UF/m²","0,1 UF/m²",2846 m²,677 m²,5,4,,,,,,,
1074,Casa En Arriendo De 5 Dorm. En Vitacura,Casa,Publicado hace 16 días,2021-07-01,"Santa Maria Manquehue, Santa María de Manquehue, Vitacura, RM (Metropolitana)",98,2.911.854,"0,1 UF/m²","0,17 UF/m²",1000 m²,350 m²,5,4,3,,,,,,
1075,Preciosa Casa Amoblada En Condominio ,Casa,Publicado hace 16 días,2021-07-01,"Casa Grande, Peñalolén, RM (Metropolitana)",1.400.000,,"0,09 UF/m²",,550 m²,180 m²,5,4,2,75000 CLP,,2,11,,
1076,"Cómoda Casa 4 Dorm, Acceso Directo Al Metro Y 2 Estac.  ",Casa,Publicado hace 16 días,2021-07-01,"Llico 43, San Joaquín, Chile, Metro Pedrero, San Joaquín, RM (Metropolitana)",20,594.256,,,250 m²,140 m²,4,2,3,,40 años,1,,,
1077,21004 - Piedra Roja / Chicureo,Casa,Publicado hace 16 días,2021-07-01,"Chicureo, Colina, RM (Metropolitana)",1.800.000,,"0,13 UF/m²",,480 m²,162 m²,3,4,4,,,,3,,
1078,Casa En Arriendo De 6 Dorm. En Lo Barnechea,Casa,Publicado hace 16 días,2021-07-01,"Club Golf Lomas De La Dehesa, Lo Barnechea, RM (Metropolitana)",3.500.000,,"0,07 UF/m²","0,11 UF/m²",1668 m²,409 m²,6,5,4,270000 CLP,,,,,
1079,Casa Arriendo Los Dominicos,Casa,Publicado hace 16 días,2021-07-01,"La Escuela 300 - 600, Las Condes, Chile, Los Dominicos, Las Condes, RM (Metropolitana)",1.800.000,,"0,15 UF/m²","0,17 UF/m²",410 m²,145 m²,5,3,2,,,2,,,
1080,"Dpto 310 M2, 3d 3b 3e, Extraordinaria Terraza De 175 M2",Casa,Publicado hace 16 días,2021-07-01,"Comandante Malbec 12600 - 12900, Lo Barnechea, Chile, La Dehesa, Lo Barnechea, RM (Metropolitana)",1.800.000,,"0,2 UF/m²",,310 m²,135 m²,3,3,3,250000 CLP,2 años,2,,,NOSP
1081,"Dpto 310 M2, 3d 3b 3e, Extraordinaria Terraza De 175 M2",Casa,Publicado hace 16 días,2021-07-01,"Comandante Malbec 12600 - 12900, Lo Barnechea, Chile, La Dehesa, Lo Barnechea, RM (Metropolitana)",1.800.000,,"0,2 UF/m²",,310 m²,135 m²,3,3,3,250000 CLP,2 años,2,,,NOSP
1082,Santa Maria- Lo Curro,Casa,,2021-07-01,"Santa Maria- Lo Curro, Vitacura, RM (Metropolitana)",5.000.000,,"0,06 UF/m²","0,1 UF/m²",2700 m²,650 m²,5,4,,,,,7,,
1083,Amplia Casa En Santiago A Excelente Precio,Casa,Publicado hace 16 días,2021-07-01,"Ricardo Cumming, Barrio Brasil, Santiago, RM (Metropolitana)",40,1.188.512,,,200 m²,200 m²,,,,,1990 años,,,,
1084,Quinchamali / Calle Cerrada ,Casa,Publicado hace 16 días,2021-07-01,"Quinchamali / Calle Cerrada, Quinchamalí, Las Condes, RM (Metropolitana)",2.800.000,,"0,05 UF/m²","0,1 UF/m²",1850 m²,350 m²,5,5,3,,,2,7,1,ORIENTE Y PONIE
1085,Hermosa Casa Estilo Mediterraneo,Casa,Publicado hace 16 días,2021-07-01,"Ramón Castillo 2400 - 2700, Penaflor, Peñaflor, Chile, Centro de Peñaflor, Peñaflor, RM (Metropolitana)",700.000,,"0,22 UF/m²",,110 m²,270 m²,3,3,2,,6 años,2,,,
1086,Casa En Arriendo De 4 Dorm. En Colina,Casa,Publicado hace 16 días,2021-07-01,"Aguas Claras, Chicureo, Colina, RM (Metropolitana)",1.800.000,,"0,13 UF/m²",,480 m²,162 m²,4,4,4,95000 CLP,,,,,
1087,Casa En Reparación  ,Casa,Publicado hace 15 días,2021-07-01,"Bahía Snug, Puente Alto, Chile, Luis Matte Larraín, Puente Alto, RM (Metropolitana)",511.000,,"0,19 UF/m²",,90 m²,70 m²,3,1,1,0 CLP,10 años,2,,,
1088,Casa En Arriendo De 4 Dorm. En Lo Barnechea,Casa,Publicado hace 15 días,2021-07-01,"Camino De Los Ciervos, Lo Barnechea, RM (Metropolitana)",4.000.000,,"0,14 UF/m²","0,16 UF/m²",1000 m²,340 m²,4,4,,,,,,,
1089,Barrio El Aguilucho,Casa,Publicado hace 15 días,2021-07-01,"Barrio El Aguilucho, Providencia, RM (Metropolitana)",900.000,,"0,28 UF/m²",,110 m²,85 m²,2,1,2,,,1,2,,ORIENTE PONIENT
1090,Manquehue / Isabel La Católica Con Departamento Indep. Atrás,Casa,Publicado hace 1 meses,2021-07-01,"El Pillan 1786, Las Condes, Chile, Parque Padre Alberto Hurtado, Las Condes, RM (Metropolitana)",1.600.000,,"0,14 UF/m²",,400 m²,170 m²,6,4,4,0 CLP,50 años,1,,,NP
1091,"Casa Asoleada En Sector Campestre,  Lo Pinto, Colina",Casa,Publicado hace 15 días,2021-07-01,"Fundo San Jorge, Chicureo, Colina, Región Metropolitana, Chile, Chicureo, Colina, RM (Metropolitana)",300.000,,"0,28 UF/m²",,36 m²,35 m²,1,1,1,0 CLP,5 años,1,,,
1092,"Casa Asoleada En Sector Campestre,  Lo Pinto, Colina",Casa,Publicado hace 15 días,2021-07-01,"Fundo San Jorge, Chicureo, Colina, Región Metropolitana, Chile, Chicureo, Colina, RM (Metropolitana)",300.000,,"0,28 UF/m²",,36 m²,35 m²,1,1,1,0 CLP,5 años,1,,,
1093,Casa En Arriendo De 3 Dorm. En Puente Alto,Casa,,2021-07-01,"Avenida Las Nieves, Puente Alto, RM (Metropolitana)",470.000,,"0,14 UF/m²",,112 m²,86 m²,3,3,,,,,,,
1094,Casa En Arriendo De 3 Dorm. En Maipú,Casa,,2021-07-01,"Paso De Los Patos, Hospital El Carmen de Maipú, Maipú, RM (Metropolitana)",410.000,,"0,25 UF/m²",,55 m²,55 m²,3,2,,,,,,,
1095,Casa En Arriendo De 3 Dorm. En Puente Alto,Casa,Publicado hace 15 días,2021-07-01,"Las Vizcachas - Oportunidad, Las Vizcachas, Puente Alto, RM (Metropolitana)",32,950.810,"0,19 UF/m²",,168 m²,184 m²,3,2,1,,,,,,
1096,Casa En Arriendo De 4 Dorm. En Ñuñoa,Casa,Publicado hace 15 días,2021-07-01,"Amplia Casa Para Uso Comercial O Habitacional., Ñuñoa, RM (Metropolitana)",1.300.000,,"0,28 UF/m²",,160 m²,140 m²,4,2,2,,,,,,
1097,Casa En Arriendo De 4 Dorm. En Colina,Casa,Publicado hace 15 días,2021-07-01,"Chicureo / Piedra Roja, Colina, RM (Metropolitana)",1.700.000,,"0,14 UF/m²",,400 m²,140 m²,4,3,3,120000 CLP,,,,,
1098,Casa En Arriendo De 4 Dorm. En Las Condes,Casa,Publicado hace 15 días,2021-07-01,"Camino La Fuente / Camino El Alba, Los Dominicos, Las Condes, RM (Metropolitana)",3.300.000,,"0,11 UF/m²",,1050 m²,245 m²,4,4,6,,,,,,
1099,Colegio Nido De Águilas / El Huinganal,Casa,Publicado hace 15 días,2021-07-01,"Colegio Nido De Águilas / El Huinganal, El Huinganal, Lo Barnechea, RM (Metropolitana)",320,9.508.095,"0,19 UF/m²","0,11 UF/m²",1710 m²,400 m²,4,4,4,,,2,6,1,OR
1100,Amplia Casa En Providencia Para Uso Comercial O Habitacional,Casa,Publicado hace 15 días,2021-07-01,"Gral Bari 300 - 600, Providencia, Región Metropolitana, Chile, Salvador, Providencia, RM (Metropolitana)",1.550.000,,"0,26 UF/m²",,200 m²,150 m²,5,3,1,,,2,,,SO
1101,Amplia Casa En Providencia Para Uso Comercial O Habitacional,Casa,Publicado hace 15 días,2021-07-01,"Gral Bari 300 - 600, Providencia, Región Metropolitana, Chile, Salvador, Providencia, RM (Metropolitana)",1.550.000,,"0,26 UF/m²",,200 m²,150 m²,5,3,1,,,2,,,SO
1102,Casa En Arriendo De 3 Dorm. En Maipú,Casa,Publicado hace 15 días,2021-07-01,"Los Portales Santa Ana // Lautaro Con 4 Poniente, El Abrazo, Maipú, RM (Metropolitana)",500.000,,"0,14 UF/m²",,120 m²,65 m²,3,2,,20000 CLP,,,,,
1103,Casa En Arriendo De 5 Dorm. En Las Condes,Casa,Publicado hace 15 días,2021-07-01,"Las Condes Con San José De La Sierra, Mall Sport, Las Condes, RM (Metropolitana)",49,1.455.927,"0,11 UF/m²",,450 m²,170 m²,5,4,2,,,,,,
1104,"Amplia Casa Remodelada, Metro Ñuble",Casa,Publicado hace 15 días,2021-07-01,"Ñuble 443, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",21,623.969,"0,18 UF/m²",,120 m²,120 m²,4,2,,0 CLP,,2,,,
1105,Casa En Arriendo De 3 Dorm. En Providencia,Casa,Publicado hace 14 días,2021-07-01,"Salvador / Santa Isabel, Providencia, RM (Metropolitana)",850.000,,"0,19 UF/m²",,150 m²,120 m²,3,2,,,,,,,
1106,Linda Y Acogedora Casa Remodelada En  Sector Residencial,Casa,Publicado hace 14 días,2021-07-01,"Parque Bicentenario, Vitacura, RM (Metropolitana)",2.900.000,,"0,2 UF/m²",,490 m²,250 m²,4,3,4,,,,4,,
1107,"Espectacular, Luminosa Y Exclusiva Propiedad Totalmente Rem",Casa,Publicado hace 14 días,2021-07-01,"Lo Curro, Vitacura, RM (Metropolitana)",221,6.566.528,"0,04 UF/m²","0,1 UF/m²",6049 m²,583 m²,4,5,7,,,,4,,
1108,Excelente Propiedad Con Vistas Increíbles.,Casa,Publicado hace 14 días,2021-07-01,"Lo Curro, Vitacura, RM (Metropolitana)",240,7.131.071,"0,08 UF/m²","0,1 UF/m²",3100 m²,900 m²,5,7,6,,,,5,,
1109,Exclusiva Casa En Santa María De Manquehue Plano,Casa,Publicado hace 14 días,2021-07-01,"Santa María de Manquehue, Vitacura, RM (Metropolitana)",145,4.308.356,"0,14 UF/m²","0,1 UF/m²",1009 m²,470 m²,6,5,6,,,,6,,
1110,Elegante Propiedad En Santa Maria De Manquehue.,Casa,Publicado hace 14 días,2021-07-01,"Santa María de Manquehue, Vitacura, RM (Metropolitana)",160,4.754.048,"0,16 UF/m²","0,17 UF/m²",1000 m²,353 m²,4,4,6,,,,4,,
1111,Luminosa Y Acogedora Casa En Excelente Ubicación.,Casa,Publicado hace 14 días,2021-07-01,"Santa María de Manquehue, Vitacura, RM (Metropolitana)",95,2.822.716,"0,09 UF/m²",,1001 m²,392 m²,5,3,4,,,,5,,
1112,Elegante Propiedad En Exclusivo Sector De Lo Curro.,Casa,Publicado hace 14 días,2021-07-01,"Lo Curro, Vitacura, RM (Metropolitana)",190,5.645.431,"0,04 UF/m²","0,1 UF/m²",5000 m²,1660 m²,8,8,10,,,,8,,
1113,Modernidad Y Lujo En Barrio Residencial.,Casa,Publicado hace 14 días,2021-07-01,"Santa María de Manquehue, Vitacura, RM (Metropolitana)",4.500.000,,"0,14 UF/m²","0,1 UF/m²",1125 m²,333.82 m²,5,4,3,,,,5,,
1114,Casa En Lo Curro,Casa,Publicado hace 14 días,2021-07-01,"Lo Curro, Vitacura, RM (Metropolitana)",204,6.062.896,"0,04 UF/m²",,5060 m²,1274 m²,3,4,,,,,3,,
1115,Casa En Sector El Mañío,Casa,Publicado hace 14 días,2021-07-01,"Parque Bicentenario, Vitacura, RM (Metropolitana)",2.200.000,,"0,15 UF/m²",,493 m²,130 m²,3,2,5,,,,3,,
1116,Excepcional Y Única Casa En Las Condes,Casa,Publicado hace 14 días,2021-07-01,"Colina Miravalle, Los Dominicos, Las Condes, RM (Metropolitana)",3.000.000,,"0,09 UF/m²","0,1 UF/m²",1100 m²,350 m²,5,4,3,,,,,,
1117,Casa En Arriendo De 5 Dorm. En Lo Barnechea,Casa,Publicado hace 14 días,2021-07-01,"La Huala, Los Trapenses, Lo Barnechea, RM (Metropolitana)",111,3.318.325,"0,08 UF/m²",,1400 m²,300 m²,5,3,6,320000 CLP,,,,,
1118,Casa Amoblada En Talca Con Excelente Ubicación!,Casa,Publicado hace 14 días,2021-07-01,"Cinco Pte 1200 - 1500, Talca, Maule, Chile, Centro de Talca, Talca, Maule",390.000,,,,250 m²,250 m²,3,1,1,0 CLP,,1,,,
1119,Sector Los General Blanche / La Escuela,Casa,Publicado hace 14 días,2021-07-01,"Sector Los General Blanche / La Escuela, Los Dominicos, Las Condes, RM (Metropolitana)",2.100.000,,"0,17 UF/m²",,410 m²,145 m²,4,2,2,,,2,4,,
1120,Casa En Arriendo De 5 Dorm. En Vitacura,Casa,,2021-07-01,"Remodelada/ Rayen / Santa Maria De Manquehue, Santa María de Manquehue, Vitacura, RM (Metropolitana)",4.500.000,,"0,14 UF/m²","0,1 UF/m²",1100 m²,340 m²,5,4,5,,,,,,
1121,Casa En Arriendo De 2 Dorm. En Colina,Casa,Publicado hace 14 días,2021-07-01,"Casa Arriendo - Chicureo Ii, Chicureo, Colina, RM (Metropolitana)",1.550.000,,"0,01 UF/m²",,5000 m²,280 m²,2,2,,130000 CLP,,,,,
1122,Sector Colegio Newland,Casa,,2021-07-01,"Sector Colegio Newland, La Dehesa, Lo Barnechea, RM (Metropolitana)",5.000.000,,"0,18 UF/m²","0,16 UF/m²",920 m²,471 m²,5,6,,,,,5,,
1123,Sector Jacques Cazotte/ Alianza Francesa,Casa,,2021-07-01,"Sector Jacques Cazotte/ Alianza Francesa, Jardín Del Este, Vitacura, RM (Metropolitana)",4.500.000,,"0,18 UF/m²",,842 m²,292 m²,4,3,,,,,4,,
1124,Santuario Del Valle,Casa,Publicado hace 14 días,2021-07-01,"Santuario Del Valle, Los Trapenses, Lo Barnechea, RM (Metropolitana)",4.500.000,,"0,19 UF/m²","0,16 UF/m²",800 m²,350 m²,5,4,3,120000 CLP,,2,7,1,NOR ORIENTE
1125,Casa En Arriendo De 3 Dorm. En Santiago,Casa,Publicado hace 14 días,2021-07-01,"Casa Comercial En Madrid Con Porvenir, Barrio Diez de Julio, Santiago, RM (Metropolitana)",800.000,,"0,14 UF/m²",,200 m²,170 m²,3,2,,,,,,,
1126,"Casa Remodelada, Hermoso Jardín Con Piscina, Sauna Y Jacuzzi",Casa,Publicado hace 14 días,2021-07-01,"Av. La Dehesa 4200 - 4500, Lo Barnechea, Región Metropolitana, Chile, La Dehesa, Lo Barnechea, RM (Metropolitana)",74,2.198.747,"0,15 UF/m²",,500 m²,250 m²,6,5,4,0 CLP,20 años,3,,,
1127,"Casa Remodelada, Hermoso Jardín Con Piscina, Sauna Y Jacuzzi",Casa,Publicado hace 14 días,2021-07-01,"Av. La Dehesa 4200 - 4500, Lo Barnechea, Región Metropolitana, Chile, La Dehesa, Lo Barnechea, RM (Metropolitana)",74,2.198.747,"0,15 UF/m²",,500 m²,250 m²,6,5,4,0 CLP,20 años,3,,,
1128,Cerca Del Centro Cultural El Tranque,Casa,Publicado hace 13 días,2021-07-01,"Cerca Del Centro Cultural El Tranque, La Dehesa, Lo Barnechea, RM (Metropolitana)",3.800.000,,"0,13 UF/m²","0,16 UF/m²",1000 m²,340 m²,6,4,4,,,,8,1,NORORIENTE
1129,Casa En Arriendo De 6 Dorm. En Lo Barnechea,Casa,,2021-07-01,"Colegio Huinganal/con Piscina, La Dehesa, Lo Barnechea, RM (Metropolitana)",74,2.198.747,"0,15 UF/m²",,500 m²,250 m²,6,5,4,,,,,,
1130,Casa En Arriendo De 4 Dorm. En Lo Barnechea,Casa,Publicado hace 13 días,2021-07-01,"Bernardo Larrain, Lo Barnechea, RM (Metropolitana)",3.600.000,,"0,08 UF/m²","0,11 UF/m²",1500 m²,540 m²,4,8,8,,,,,,
1131,Estupenda Casa Comercial En Ñuñoa (antonio Varas/simon Boliv,Casa,Publicado hace 13 días,2021-07-01,"Antonio Varas, Metro Monseñor Eyzaguirre, Ñuñoa, RM (Metropolitana)",140,4.159.792,"0,27 UF/m²",,510 m²,510 m²,7,4,7,,0 años,,11,,
1132,Arriendo Casa Ñuñoa,Casa,Publicado hace 13 días,2021-07-01,"Pasaje Juan Moya Morales 300 - 600, Ñuñoa, Chile, Parque Juan XXIII, Ñuñoa, RM (Metropolitana)",2.500.000,,"0,33 UF/m²",,255 m²,122 m²,5,2,3,0 CLP,,2,,,O
1133,"Casa Remodelada En Perfectas Condiciones, Cómoda Y Moderna",Casa,Publicado hace 13 días,2021-07-01,"Aeropuerto & Avenida 5 De Abril, Santiago, Estación Central, Chile, Metro Pajaritos, Estación Central, RM (Metropolitana)",570.000,,"0,12 UF/m²",,160 m²,120 m²,3,1,1,0 CLP,50 años,1,,,
1134,Casa En Arriendo De 3 Dorm. En Peñaflor,Casa,,2021-07-01,"Por Calle Miraflores, Malloco, Peñaflor, RM (Metropolitana)",620.000,,"0,12 UF/m²",,176 m²,90 m²,3,3,3,,,,,,
1135,Casa En Arriendo De 5 Dorm. En Lo Barnechea,Casa,Publicado hace 12 días,2021-07-01,"Paseo Del Alcala, Lo Barnechea, RM (Metropolitana)",4.500.000,,"0,27 UF/m²","0,16 UF/m²",565.87 m²,363.94 m²,5,5,2,150000 CLP,,,,,
1136,Casa En Arriendo De 5 Dorm. En Colina,Casa,,2021-07-01,"Piedra Roja, Chicureo, Colina, RM (Metropolitana)",3.400.000,,"0,11 UF/m²","0,1 UF/m²",1000 m²,311 m²,5,5,,,,,,,
1137,Casa Primera Transversal - Metro Ciudad Del Niño ,Casa,Publicado hace 12 días,2021-07-01,"Primera Transversal 6119, San Miguel, Chile, Ciudad del Niño, San Miguel, RM (Metropolitana)",990.000,,"0,13 UF/m²",,250 m²,150 m²,5,3,3,,,1,,,
1138,Valle Escondido,Casa,Publicado hace 12 días,2021-07-01,"Valle Escondido, Valle Escondido, Lo Barnechea, RM (Metropolitana)",5.000.000,,"0,08 UF/m²","0,11 UF/m²",2050 m²,491 m²,5,7,5,,,,7,,NORTE
1139,Casa  7  Pasaje Barrio Italia,Casa,Publicado hace 11 días,2021-07-01,"Av. Condell 1706, Providencia, Chile, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",12,356.554,"0,2 UF/m²",,60 m²,60 m²,2,1,1,0 CLP,,1,,,
1140,Casa Av. La Dehesa/berna,Casa,Publicado hace 11 días,2021-07-01,"Av. La Dehesa/berna, La Dehesa, Lo Barnechea, RM (Metropolitana)",1.800.000,,"0,13 UF/m²",,460 m²,178 m²,3,3,2,,,,3,,
1141,Casa Condominio Los Monjes No Perimetral,Casa,Publicado hace 10 días,2021-07-01,"El Golf De Manquehue 9750, Lo Barnechea, Chile, Los Trapenses, Lo Barnechea, RM (Metropolitana)",145,4.308.356,"0,49 UF/m²",,293 m²,800 m²,5,5,3,290000 CLP,,2,,,
1142,Casa Amoblada En Condominio,Casa,Publicado hace 10 días,2021-07-01,"Alvaro Casanova 1500 - 1800, La Reina, Región Metropolitana, Chile, La Reina Alta, La Reina, RM (Metropolitana)",2.600.000,,"0,14 UF/m²",,620 m²,240 m²,6,6,4,,2 años,2,,,NP
1143,Casa En Arriendo De 4 Dorm. En Vitacura,Casa,,2021-07-01,"Amoblada/jardin Del Este, Jardín Del Este, Vitacura, RM (Metropolitana)",4.500.000,,"0,18 UF/m²",,842 m²,292 m²,4,3,4,,,,,,
1144,Casa En Arriendo De 5 Dorm. En Providencia,Casa,Publicado hace 10 días,2021-07-01,"Colegio San Ignacio, Hernando De Aguirre-villa Maria-el Vergel, Providencia, RM (Metropolitana)",4.000.000,,"0,2 UF/m²",,684 m²,420 m²,5,4,4,,,,,,
1145,Casa En Arriendo De 4 Dorm. En Peñalolén,Casa,Publicado hace 10 días,2021-07-01,"El Valle / Francisco Valenzuela Llanos, Villa San Carlos, Peñalolén, RM (Metropolitana)",950.000,,"0,13 UF/m²",,250 m²,135 m²,4,2,3,,,,,,
1146,Golf De Manquehue - Colegio Everest,Casa,Publicado hace 9 días,2021-07-01,"Golf De Manquehue - Colegio Everest, Los Trapenses, Lo Barnechea, RM (Metropolitana)",147,4.367.781,"0,2 UF/m²","0,15 UF/m²",723 m²,293 m²,5,5,3,300000 CLP,,2,7,1,
1147," Casa Cercana A Avenida Quilin, Cómoda Y Amplia",Casa,Publicado hace 9 días,2021-07-01,"Penalolen, Peñalolén, Chile, Ictinos, Peñalolén, RM (Metropolitana)",1.100.000,,"0,12 UF/m²",,300 m²,170 m²,4,3,2,0 CLP,15 años,2,,,NP
1148,Casa En Arriendo De 3 Dorm. En Colina,Casa,Publicado hace 9 días,2021-07-01,"Santa Filomena, Chicureo, Colina, RM (Metropolitana)",1.490.000,,"0,13 UF/m²",,390 m²,130 m²,3,3,4,80000 CLP,,,,,
1149,Exclusiva  Casa En Excelente Ubicación,Casa,Publicado hace 9 días,2021-07-01,"Lo Curro, Vitacura, RM (Metropolitana)",170,5.051.176,"0,06 UF/m²","0,1 UF/m²",2846 m²,2846 m²,5,5,4,,0 años,,10,,
1150,Casa En Tranquila Calle De P. De Valdivia Norte,Casa,Publicado hace 9 días,2021-07-01,"Los Araucanos 2185, Providencia, Chile, Pedro de Valdivia Norte, Providencia, RM (Metropolitana)",1.590.000,,"0,13 UF/m²","0,19 UF/m²",400 m²,250 m²,6,4,3,,,1,,,
1151,Amplia Casa En Sector Tranquilo,Casa,,2021-07-01,"Las Condes, RM (Metropolitana)",1.700.000,,"0,22 UF/m²",,262 m²,245 m²,5,5,3,,,,,,N
1152,Casa En Arriendo En Vitacura,Casa,Publicado hace 9 días,2021-07-01,"Av Vitacura 3706, Parque Bicentenario, Vitacura, RM (Metropolitana)",200,5.942.559,,,606 m²,323 m²,,4,7,,,,,,
1153,Casa En Arriendo De 12 Dorm. En Providencia,Casa,Publicado hace 9 días,2021-07-01,"Dinamarca - Jorge Matte- Providencia, Providencia, RM (Metropolitana)",140,4.159.792,"0,19 UF/m²",,737 m²,500 m²,12,8,5,,,,,,
1154,Casa Camino Las Flores/piedra Roja,Casa,Publicado hace 9 días,2021-07-01,"Camino Las Flores/piedra Roja, Los Dominicos, Las Condes, RM (Metropolitana)",2.900.000,,"0,07 UF/m²","0,1 UF/m²",1500 m²,420 m²,6,4,6,,,,6,,
1155,Hermosa Casa Remodelada En Arriendo ,Casa,Publicado hace 9 días,2021-07-01,"Fernando De Aragón, Las Condes, Chile, Vaticano, Las Condes, RM (Metropolitana)",1.280.000,,"0,2 UF/m²",,220 m²,118 m²,3,2,3,0 CLP,0 años,1,,,NP
1156,"Casa En Arriendo En Recinto Cerrado, La Florida ",Casa,Publicado hace 9 días,2021-07-01,"Del Huerto Norte 3547, La Florida, Chile, La Florida Alto, La Florida, RM (Metropolitana)",750.000,,"0,17 UF/m²",,150 m²,100 m²,3,2,2,0 CLP,,2,,,
1157,"Casa Con Amplios Espacios, Piscina, Jardín Formado",Casa,Publicado hace 9 días,2021-07-01,"Pintor Raimundo Monvoisin, 7811, Rotonda Atenas, Las Condes, RM (Metropolitana)",1.300.000,,"0,18 UF/m²",,241 m²,241 m²,3,2,2,,,,,,N
1158,"Casa En Arriendo, La Florida ",Casa,Publicado hace 9 días,2021-07-01,"Reyes Magos 7358, La Florida, Chile, Plaza Vespucio, La Florida, RM (Metropolitana)",480.000,,,,200 m²,97 m²,3,1,,0 CLP,,1,,,
1159,Casa En Arriendo De 5 Dorm. En Colina,Casa,Publicado hace 9 días,2021-07-01,"Lo Arcaya, Chicureo, Colina, RM (Metropolitana)",2.000.000,,"0,01 UF/m²",,6000 m²,280 m²,5,4,14,,,,,,
1160,Sector La Dehesa Central,Casa,Publicado hace 9 días,2021-07-01,"La Dehesa, Lo Barnechea, RM (Metropolitana)",4.000.000,,"0,03 UF/m²",,4000 m²,500 m²,4,3,10,,,,4,,
1161,Sector Dehesa Central,Casa,Publicado hace 9 días,2021-07-01,"El Huinganal, Lo Barnechea, RM (Metropolitana)",6.234.000,,"0,12 UF/m²",,1710 m²,400 m²,4,3,4,,,,4,,
1162,Sector Las Pataguas,Casa,Publicado hace 9 días,2021-07-01,"Los Trapenses, Lo Barnechea, RM (Metropolitana)",4.158.000,,"0,14 UF/m²","0,16 UF/m²",1000 m²,647 m²,6,5,,,,,6,,
1163,Sector Las Pataguas,Casa,Publicado hace 9 días,2021-07-01,"Los Trapenses, Lo Barnechea, RM (Metropolitana)",140,4.159.792,"0,11 UF/m²",,1228 m²,420 m²,4,3,8,,,,4,,
1164,Los Trapenses,Casa,Publicado hace 9 días,2021-07-01,"Los Trapenses, Lo Barnechea, RM (Metropolitana)",1.750.000,,"0,15 UF/m²",,400 m²,140 m²,3,2,2,,,,3,,
1165,Sector Las Pataguas,Casa,Publicado hace 9 días,2021-07-01,"Los Trapenses, Lo Barnechea, RM (Metropolitana)",4.158.000,,"0,14 UF/m²","0,16 UF/m²",1000 m²,647 m²,6,5,,,,,6,,
1166,Sector Las Pataguas,Casa,Publicado hace 9 días,2021-07-01,"Los Trapenses, Lo Barnechea, RM (Metropolitana)",140,4.159.792,"0,11 UF/m²",,1228 m²,420 m²,4,3,8,,,,4,,
1167,Sector Dehesa Central,Casa,Publicado hace 9 días,2021-07-01,"La Dehesa, Lo Barnechea, RM (Metropolitana)",4.500.000,,"0,04 UF/m²","0,11 UF/m²",4000 m²,575 m²,5,4,2,,,,5,,
1168,En Sector San Rafael.,Casa,Publicado hace 9 días,2021-07-01,"La Dehesa, Lo Barnechea, RM (Metropolitana)",5.000.000,,"0,18 UF/m²",,920 m²,449 m²,5,3,,,,,5,,
1169,Sector Dehesa Central,Casa,Publicado hace 9 días,2021-07-01,"La Dehesa, Lo Barnechea, RM (Metropolitana)",4.500.000,,"0,04 UF/m²","0,11 UF/m²",4000 m²,575 m²,5,4,2,,,,5,,
1170,En Sector San Rafael.,Casa,Publicado hace 9 días,2021-07-01,"La Dehesa, Lo Barnechea, RM (Metropolitana)",5.000.000,,"0,18 UF/m²",,920 m²,449 m²,5,3,,,,,5,,
